"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"Male",4,5,4.8,1.2,6,1.2,11,1,1,5,3,24,16,30,0,"B",36,"L",2060,9349,404
"Female",4,1,6,4.8,3.6,6,0,4,3,3,4,44,16,50,5,"B",7,"L",6493,3078,605
"Male",2,3,1.2,3.6,3.6,2.4,24,3,1,2,3,38,16,20,4,"B",0,"L",4089,8720,405
"Male",2,2,4.8,2.4,4.8,3.6,0,4,1,5,5,21,25,30,0,"B",13,"L",8819,6297,405
"Male",5,3,3.6,3.6,2.4,2.4,0,5,3,2,4,29,1,20,2,"B",1,"L",6930,8449,3931
"Male",3,4,2.4,6,4.8,3.6,0,2,1,2,5,58,4,40,2,"P",3,"L",2931,2646,651
"Female",4,2,4.8,6,3.6,2.4,0,5,3,5,5,55,9,20,2,"B",21,"L",5042,948,1747
"Male",2,3,2.4,4.8,1.2,3.6,27,4,3,3,4,42,9,40,4,"B",3,"L",8131,5297,545
"Female",3,3,6,4.8,6,6,11,4,1,1,5,20,16,50,1,"B",0,"L",976,3162,994
"Female",4,2,6,3.6,6,4.8,0,2,1,4,4,7,9,40,5,"P",105,"L",1999,3111,985
"Female",4,4,4.8,4.8,4.8,6,0,4,3,4,4,43,16,50,5,"B",0,"L",2452,2715,1089
"Male",3,2,3.6,2.4,4.8,3.6,0,2,1,5,4,52,16,40,4,"P",0,"L",3547,9710,404
"Female",1,4,6,4.8,1.2,2.4,103,2,1,3,3,8,1,40,2,"P",0,"D",2630,1298,770
"Female",5,3,4.8,6,6,4.8,3,2,2,3,5,70,1,30,2,"B",0,"L",2121,5520,1199
"Female",4,2,4.8,3.6,2.4,6,0,2,2,5,5,34,9,30,3,"B",0,"L",6893,9599,587
"Male",5,0,4.8,4.8,4.8,0,38,1,1,5,4,17,9,40,1,"P",39,"D",3555,2,432
"Male",2,2,3.6,6,2.4,6,18,5,3,4,5,53,25,50,5,"B",0,"L",271,8408,1548
"Male",4,2,4.8,3.6,2.4,1.2,0,3,3,5,5,23,16,10,1,"B",0,"L",3047,5769,1085
"Male",2,2,4.8,3.6,1.2,1.2,37,3,3,3,3,72,4,10,3,"B",29,"L",6732,127,2677
"Male",5,4,6,3.6,4.8,4.8,0,5,3,4,4,29,25,40,4,"P",0,"L",173,5651,2778
"Female",3,3,4.8,2.4,4.8,2.4,1,2,3,4,2,41,16,20,2,"B",6,"L",6608,3954,2727
"Female",5,3,4.8,2.4,4.8,6,36,0,3,5,2,67,16,40,0,"B",14,"L",150,1170,158
"Male",3,2,3.6,1.2,6,6,0,5,1,2,5,16,1,20,3,"B",0,"L",2096,4170,954
"Female",4,4,6,6,2.4,3.6,0,5,3,3,5,54,9,30,3,"P",1,"L",7002,835,1009
"Female",5,3,3.6,2.4,6,6,0,2,3,3,2,41,1,50,5,"B",19,"L",4991,648,2257
"Male",2,0,4.8,4.8,6,4.8,0,2,3,4,4,45,16,30,0,"B",7,"L",196,9438,1939
"Female",4,5,3.6,6,4.8,6,1,5,3,3,5,43,9,50,5,"B",2,"L",1285,1649,3967
"Male",4,2,6,6,2.4,2.4,0,5,3,3,5,40,16,20,2,"B",1,"L",1074,6772,1977
"Female",1,2,3.6,6,6,3.6,15,3,3,5,5,29,9,30,3,"B",9,"L",8610,9849,2521
"Female",1,2,4.8,3.6,1.2,6,0,4,3,3,5,22,9,10,0,"B",0,"D",4587,1092,808
"Female",3,3,1.2,3.6,2.4,4.8,3,3,3,3,3,43,25,30,0,"P",3,"L",2194,7341,3347
"Female",1,3,6,6,3.6,3.6,0,5,3,4,4,41,16,20,3,"P",0,"D",4304,9450,594
"Male",3,2,4.8,6,2.4,4.8,0,5,3,3,5,37,9,40,4,"B",6,"L",6613,4812,3420
"Female",4,1,4.8,3.6,4.8,3.6,0,5,1,2,4,43,16,30,4,"P",0,"D",4502,3126,397
"Female",4,1,4.8,2.4,6,6,0,2,3,4,2,41,1,50,5,"B",34,"L",2044,5979,2218
"Male",3,2,2.4,6,2.4,6,0,5,3,5,5,44,9,50,5,"B",21,"L",4572,5096,2039
"Male",2,4,2.4,4.8,4.8,2.4,9,4,3,1,4,43,9,20,2,"B",0,"L",593,3840,2749
"Male",3,5,6,4.8,2.4,1.2,2,4,3,3,4,45,25,10,1,"B",0,"L",7528,3256,2850
"Female",4,1,6,4.8,4.8,4.8,0,3,1,2,4,33,16,30,5,"B",21,"L",1644,439,449
"Male",2,4,4.8,6,2.4,1.2,0,5,3,5,5,40,25,10,1,"B",0,"L",2274,7030,950
"Female",2,2,3.6,2.4,2.4,4.8,0,5,3,3,4,23,16,40,3,"B",0,"L",4685,5468,507
"Female",1,1,4.8,3.6,1.2,1.2,0,1,1,4,4,35,1,10,3,"B",0,"L",4647,6351,825
"Male",4,1,3.6,6,4.8,3.6,0,5,3,5,5,72,25,30,3,"B",242,"L",2688,6520,427
"Female",4,3,2.4,2.4,2.4,3.6,39,2,3,2,2,57,1,30,3,"B",47,"L",57,9636,2559
"Female",5,3,2.4,2.4,4.8,1.2,22,4,3,3,4,31,16,10,1,"P",1,"L",8614,9331,937
"Male",1,2,1.2,3.6,6,2.4,0,3,1,1,4,10,1,40,3,"B",0,"L",1500,7093,1072
"Male",4,0,3.6,3.6,6,6,0,2,1,4,4,37,25,10,4,"P",63,"L",7386,5855,1235
"Female",4,2,6,4.8,3.6,6,0,2,1,5,4,40,16,40,2,"B",0,"L",9202,4752,631
"Female",1,3,1.2,1.2,2.4,2.4,0,2,1,5,3,24,9,30,2,"B",0,"D",2890,907,874
"Male",5,4,2.4,4.8,4.8,1.2,0,2,3,3,4,66,4,30,2,"P",19,"L",9774,7752,1121
"Female",5,2,6,3.6,2.4,0,0,4,1,3,5,61,16,30,4,"B",0,"L",3585,7689,483
"Male",5,5,4.8,4.8,6,6,5,4,3,4,4,27,25,20,5,"B",0,"D",8801,196,2425
"Female",3,3,4.8,4.8,1.2,2.4,76,2,3,1,4,32,25,10,2,"P",0,"D",864,6000,957
"Female",5,2,6,4.8,6,4.8,0,4,3,4,4,60,9,40,4,"P",0,"L",6101,7627,2454
"Male",1,2,2.4,3.6,4.8,4.8,0,4,1,4,5,14,16,40,0,"B",258,"L",7993,9041,700
"Female",1,3,3.6,6,4.8,4.8,0,5,1,4,4,32,16,10,1,"B",0,"L",5557,2467,1069
"Male",4,4,1.2,2.4,6,2.4,0,5,1,5,4,24,4,30,2,"B",0,"D",4194,9455,762
"Female",1,2,3.6,1.2,4.8,3.6,0,1,1,5,5,47,25,30,3,"B",64,"D",1692,2492,159
"Female",5,4,6,6,3.6,6,0,4,1,3,4,38,16,20,4,"P",0,"L",8924,5609,280
"Female",2,3,3.6,3.6,4.8,4.8,0,2,3,2,5,9,25,40,4,"B",45,"L",9475,4448,594
"Male",4,5,3.6,6,2.4,4.8,16,5,3,3,5,49,9,40,4,"P",0,"L",553,6397,1503
"Male",5,2,4.8,4.8,6,4.8,0,4,3,3,4,40,25,40,4,"B",5,"L",9063,6026,1919
"Female",4,1,4.8,2.4,2.4,3.6,7,5,1,4,3,19,9,30,3,"P",0,"D",7649,8785,829
"Male",5,2,2.4,2.4,4.8,1.2,0,1,1,4,4,34,16,10,1,"B",0,"L",754,5073,1721
"Male",2,4,1.2,6,1.2,2.4,30,4,3,5,5,33,25,20,2,"B",0,"D",7749,2111,647
"Male",3,3,4.8,1.2,1.2,2.4,19,4,2,5,4,38,16,20,2,"B",0,"L",4624,7032,762
"Female",4,2,3.6,2.4,6,1.2,0,3,1,1,4,41,9,10,1,"B",0,"L",1168,1039,1121
"Female",5,2,6,4.8,6,2.4,0,4,3,3,4,45,9,20,2,"P",0,"L",3035,5123,469
"Male",3,4,6,2.4,6,6,18,2,3,4,2,68,1,50,3,"B",4,"L",307,1743,404
"Female",2,2,6,2.4,3.6,4.8,0,2,1,4,2,59,4,30,2,"B",0,"L",1161,6470,1389
"Male",1,4,6,3.6,4.8,4.8,1,2,1,3,5,31,16,40,3,"P",16,"L",3256,5856,361
"Male",3,0,4.8,4.8,3.6,6,20,4,3,1,4,47,1,50,5,"B",0,"L",4156,6701,2233
"Female",3,3,4.8,3.6,3.6,4.8,0,3,3,1,3,36,16,30,4,"B",110,"D",3287,3083,473
"Male",5,2,1.2,4.8,4.8,6,0,4,3,2,4,52,9,20,2,"B",18,"L",2,6094,3663
"Male",1,4,3.6,3.6,6,4.8,0,5,3,2,4,31,16,40,4,"B",0,"L",2447,1750,1547
"Male",3,4,6,3.6,2.4,4.8,57,2,1,4,5,36,9,50,2,"P",0,"L",495,3093,451
"Male",1,2,4.8,4.8,3.6,4.8,4,2,1,3,4,33,16,30,2,"B",0,"L",1875,4276,1744
"Female",4,4,6,4.8,3.6,6,35,3,1,2,5,67,16,40,4,"B",0,"L",7866,1954,744
"Female",4,4,4.8,4.8,3.6,4.8,5,2,1,2,4,41,4,30,2,"B",0,"L",7795,975,1020
"Male",3,1,1.2,3.6,1.2,4.8,7,4,1,3,5,46,16,20,3,"B",0,"L",5415,4409,409
"Female",4,2,4.8,4.8,6,2.4,0,5,3,3,4,52,9,20,2,"B",21,"L",8874,2280,1598
"Male",3,4,2.4,3.6,6,4.8,22,1,1,3,4,46,4,30,1,"B",1,"L",8492,9547,853
"Female",5,3,4.8,6,4.8,3.6,0,3,1,5,4,23,25,10,5,"B",0,"D",4793,3935,391
"Male",2,2,4.8,6,2.4,4.8,13,5,3,4,5,49,9,40,4,"B",0,"L",9136,2341,377
"Female",2,1,6,4.8,3.6,2.4,5,4,3,4,4,47,16,20,1,"P",10,"L",9443,1066,1744
"Male",5,2,4.8,2.4,4.8,1.2,49,5,1,5,3,52,16,30,3,"P",0,"D",1111,8704,500
"Male",5,1,6,3.6,6,2.4,0,1,1,1,5,28,4,10,2,"P",0,"D",8694,4928,1092
"Male",4,4,1.2,1.2,3.6,1.2,0,4,1,1,3,28,4,20,4,"B",0,"L",8873,7268,680
"Female",4,4,3.6,3.6,3.6,3.6,18,3,3,4,3,37,16,30,3,"P",1,"L",6408,6525,3560
"Male",5,1,1.2,1.2,4.8,4.8,0,2,1,1,3,9,16,40,4,"B",8,"L",5499,6537,762
"Male",4,3,4.8,4.8,3.6,4.8,0,5,1,1,5,23,25,10,0,"B",0,"D",8385,7774,413
"Female",5,0,2.4,4.8,4.8,3.6,0,4,3,5,4,60,16,30,3,"B",0,"L",5701,7146,2360
"Female",5,3,2.4,4.8,1.2,3.6,0,1,1,4,4,58,4,40,0,"P",176,"L",4175,9659,239
"Female",4,3,6,4.8,4.8,4.8,0,4,3,1,4,42,9,40,4,"B",0,"L",835,138,207
"Female",4,3,4.8,4.8,2.4,3.6,25,4,3,4,4,50,25,30,3,"B",0,"L",6051,5844,1444
"Male",4,4,3.6,6,6,6,20,5,1,1,3,14,1,10,3,"P",92,"L",9638,2294,2253
"Male",5,3,4.8,3.6,3.6,4.8,0,2,1,5,5,63,16,40,3,"B",0,"L",5744,9179,1276
"Male",3,2,4.8,6,2.4,4.8,1,5,1,3,4,38,9,10,3,"B",20,"L",5094,6037,993
"Male",5,3,3.6,3.6,1.2,2.4,0,1,1,1,3,10,1,20,5,"B",0,"L",9960,4045,479
"Male",5,4,6,6,4.8,6,0,2,1,1,3,15,1,30,2,"P",0,"L",7942,903,262
"Female",5,3,6,6,2.4,4.8,0,0,1,4,5,44,9,40,0,"B",0,"L",7180,9874,447
"Female",2,4,3.6,4.8,6,6,0,2,1,3,4,17,25,10,2,"B",18,"D",8472,8794,334
"Female",2,3,4.8,4.8,2.4,1.2,3,4,3,4,4,38,16,10,1,"P",0,"L",5959,7507,1516
"Male",4,3,6,4.8,4.8,1.2,161,3,1,3,2,58,9,10,1,"B",0,"L",2204,3753,1303
"Female",5,4,3.6,3.6,2.4,4.8,7,1,1,4,3,44,16,30,1,"B",0,"L",4484,4971,746
"Male",5,5,4.8,2.4,1.2,4.8,0,4,1,5,2,67,25,40,4,"B",0,"L",5911,3238,356
"Female",5,1,6,6,2.4,4.8,0,3,1,1,5,21,16,40,2,"B",22,"L",7531,202,850
"Female",3,1,2.4,1.2,3.6,3.6,13,1,3,3,1,80,1,30,3,"B",56,"L",9200,7330,3318
"Male",1,1,4.8,2.4,4.8,3.6,0,2,1,3,3,34,16,40,2,"B",0,"D",1093,5761,338
"Female",4,2,4.8,4.8,1.2,0,0,5,1,4,4,23,25,10,2,"P",3,"D",1694,1997,317
"Male",4,2,6,4.8,3.6,6,0,4,3,4,4,40,9,50,5,"B",0,"L",1271,689,1557
"Male",1,4,4.8,4.8,6,3.6,12,1,2,2,4,62,16,30,3,"P",13,"L",2749,1617,404
"Female",5,2,6,2.4,6,2.4,0,2,3,4,2,42,9,20,2,"P",15,"L",2681,1312,1363
"Female",4,5,6,6,3.6,6,78,5,3,1,5,38,9,50,5,"P",0,"L",4816,3877,1525
"Female",1,3,3.6,6,3.6,6,0,5,3,5,5,38,9,30,5,"B",0,"D",6827,2566,530
"Female",4,2,4.8,6,2.4,4.8,11,5,3,5,5,53,25,40,4,"B",14,"L",5968,330,226
"Female",2,4,6,4.8,3.6,6,0,3,1,1,4,40,16,40,1,"B",40,"L",6024,8285,1076
"Male",2,1,3.6,3.6,4.8,4.8,0,2,1,2,4,70,9,20,3,"B",26,"L",7257,4486,1592
"Female",2,3,6,6,6,1.2,12,5,3,5,5,61,16,10,1,"B",329,"L",6589,4946,3347
"Female",1,1,6,2.4,6,4.8,0,2,1,2,1,32,1,10,3,"B",0,"L",2747,8204,2402
"Male",3,2,4.8,3.6,1.2,2.4,0,3,1,5,3,36,4,40,4,"B",0,"L",7567,5637,691
"Male",4,4,3.6,6,6,6,11,5,1,1,5,30,16,20,2,"B",0,"L",1502,1171,1535
"Male",1,3,3.6,3.6,2.4,2.4,0,1,1,3,4,20,9,30,3,"B",1,"L",6926,5902,453
"Male",2,1,3.6,2.4,3.6,3.6,0,2,1,5,3,31,1,40,5,"B",14,"L",7666,9382,689
"Female",5,4,6,3.6,1.2,0,0,5,3,2,5,18,16,30,4,"P",80,"D",4493,5904,1276
"Female",3,3,4.8,6,4.8,4.8,281,2,1,1,2,55,1,40,2,"B",0,"L",6592,3598,1188
"Male",5,1,6,2.4,1.2,3.6,0,2,3,1,2,64,1,30,2,"B",4,"L",697,2731,1428
"Female",2,1,4.8,1.2,1.2,4.8,36,4,1,3,3,49,9,30,4,"B",25,"D",9685,838,812
"Male",4,3,6,4.8,4.8,2.4,0,4,3,5,4,44,9,20,1,"B",8,"L",1986,2185,2779
"Female",3,3,6,4.8,1.2,3.6,3,2,3,3,5,27,16,30,3,"B",94,"L",1629,4150,1947
"Male",2,3,4.8,4.8,6,4.8,0,5,3,1,4,37,9,50,4,"B",0,"D",9422,8279,144
"Male",2,2,6,2.4,6,2.4,3,4,2,3,4,22,4,20,2,"B",0,"L",8469,3023,2295
"Female",2,5,4.8,4.8,2.4,6,0,2,3,2,3,19,9,50,5,"B",0,"L",3517,1032,1787
"Female",3,3,4.8,6,4.8,2.4,0,5,3,1,5,38,9,20,2,"P",0,"L",533,2889,1937
"Female",5,2,4.8,2.4,2.4,4.8,10,4,3,5,2,60,9,20,4,"B",0,"L",9304,5204,399
"Female",1,2,4.8,6,4.8,4.8,0,4,1,3,4,58,16,40,2,"B",0,"L",1246,7376,507
"Male",5,3,1.2,1.2,6,4.8,3,5,1,1,5,18,4,40,5,"B",58,"D",8961,4981,239
"Female",1,5,6,3.6,2.4,6,31,2,3,4,5,27,9,30,3,"B",37,"L",4349,7033,3615
"Female",4,3,2.4,4.8,3.6,3.6,0,3,1,1,1,68,1,30,1,"B",70,"L",6519,2582,2449
"Male",3,0,2.4,4.8,1.2,3.6,0,5,1,5,5,50,9,30,3,"P",0,"L",2843,9800,109
"Female",5,5,3.6,6,3.6,4.8,19,2,2,4,4,59,16,30,2,"B",0,"L",7126,6761,1183
"Male",1,2,4.8,4.8,4.8,2.4,30,3,3,4,4,34,9,20,2,"B",160,"L",1311,5207,391
"Male",4,1,4.8,2.4,4.8,6,22,3,2,5,2,52,25,10,3,"B",0,"L",7012,429,1250
"Female",2,2,1.2,2.4,4.8,1.2,4,5,1,3,4,54,16,40,4,"B",6,"L",5417,9193,77
"Female",4,2,4.8,4.8,6,2.4,0,4,3,3,4,39,25,20,2,"B",30,"L",2536,8627,1475
"Female",5,2,6,3.6,6,6,0,2,2,4,4,27,25,20,2,"P",34,"L",6969,1057,862
"Male",4,1,2.4,6,6,4.8,9,5,1,1,5,24,1,20,4,"B",0,"D",2612,3483,1205
"Female",4,2,2.4,6,4.8,4.8,6,5,1,1,4,45,16,50,4,"P",0,"L",6180,9941,577
"Male",4,5,4.8,6,6,4.8,42,5,3,3,5,54,9,20,4,"P",0,"D",4584,4382,669
"Female",3,0,2.4,3.6,4.8,4.8,0,5,1,2,4,51,1,40,4,"P",0,"L",2143,1094,451
"Female",5,2,4.8,4.8,4.8,6,0,4,1,3,4,50,16,30,2,"B",0,"L",7856,6189,1303
"Male",4,1,2.4,2.4,4.8,1.2,0,3,3,1,2,36,1,10,1,"B",0,"L",7006,9443,2925
"Female",3,4,6,3.6,6,3.6,17,2,1,3,3,53,16,30,2,"P",0,"L",6062,8123,948
"Male",3,4,4.8,1.2,3.6,3.6,29,2,3,5,2,40,4,30,3,"B",0,"D",8895,4734,212
"Female",3,4,2.4,4.8,3.6,0,0,2,3,4,4,24,9,40,0,"B",0,"D",1734,3911,1506
"Female",5,1,6,1.2,2.4,3.6,61,4,1,4,2,56,1,20,4,"P",0,"L",8954,5095,1222
"Male",3,0,6,3.6,4.8,3.6,0,3,1,3,3,39,9,30,2,"B",8,"L",8059,2095,188
"Male",5,4,4.8,2.4,2.4,4.8,0,2,3,3,2,57,9,40,4,"B",0,"L",6324,8407,304
"Female",5,3,3.6,1.2,2.4,4.8,0,1,1,1,1,23,16,10,2,"B",4,"L",6156,7646,595
"Female",4,1,6,1.2,4.8,2.4,12,2,3,5,1,57,16,20,2,"P",11,"L",4731,1889,936
"Female",5,2,3.6,4.8,4.8,6,2,2,3,1,5,7,25,40,2,"P",0,"L",2543,7215,237
"Male",1,1,4.8,2.4,4.8,6,0,1,2,4,2,17,4,50,5,"P",8,"L",9746,4228,427
"Female",3,2,4.8,6,1.2,1.2,0,4,3,4,5,30,25,10,1,"P",0,"L",6082,340,1391
"Male",5,3,2.4,1.2,2.4,1.2,0,1,3,2,1,36,1,10,1,"P",0,"L",1376,3392,255
"Male",1,3,2.4,4.8,4.8,1.2,0,5,3,4,3,33,9,10,5,"B",171,"L",5184,7106,480
"Female",1,5,4.8,6,1.2,6,0,1,3,5,3,27,1,50,5,"B",5,"L",6823,2805,84
"Male",2,5,4.8,1.2,6,3.6,0,3,1,3,1,60,1,40,3,"B",0,"L",3041,4343,1990
"Male",2,5,4.8,2.4,3.6,6,0,2,1,2,2,48,1,50,5,"B",0,"L",1998,7100,408
"Male",2,1,4.8,4.8,4.8,3.6,0,3,1,3,4,16,16,40,1,"P",0,"L",3845,9817,813
"Female",1,1,6,1.2,4.8,6,17,5,1,3,5,13,4,30,2,"P",0,"L",789,5555,235
"Male",4,1,4.8,4.8,6,6,0,4,3,4,4,60,25,50,5,"P",0,"L",2407,9037,1938
"Male",2,1,6,4.8,3.6,2.4,0,4,3,3,4,58,9,20,2,"B",0,"L",6925,6260,1438
"Female",4,2,6,6,3.6,1.2,0,3,3,4,4,32,9,10,1,"B",0,"L",8826,2844,2305
"Male",2,2,2.4,3.6,3.6,4.8,0,2,3,5,5,31,16,40,4,"B",0,"L",3934,8512,675
"Male",1,5,3.6,3.6,3.6,4.8,0,3,3,2,3,49,1,40,4,"B",0,"L",1754,4677,1747
"Male",1,2,1.2,4.8,3.6,4.8,0,4,1,3,4,63,16,30,4,"B",57,"L",8250,6628,1471
"Male",1,4,6,2.4,6,6,4,2,3,5,2,49,9,50,5,"B",17,"L",1238,6413,2905
"Male",4,4,6,3.6,2.4,6,0,3,1,2,5,14,16,30,4,"B",0,"D",430,6831,163
"Male",5,2,4.8,2.4,6,6,146,4,3,5,3,57,25,50,5,"B",4,"L",9849,6592,2576
"Male",1,1,4.8,3.6,4.8,3.6,48,1,2,4,2,44,25,30,3,"P",0,"L",169,9473,334
"Female",2,2,1.2,3.6,4.8,2.4,0,5,2,3,2,30,9,20,2,"B",0,"L",6855,4586,546
"Female",1,4,4.8,3.6,1.2,4.8,0,3,3,2,4,39,25,20,4,"B",2,"D",7834,9818,1076
"Female",5,1,6,2.4,1.2,2.4,0,5,1,2,3,18,16,30,4,"B",55,"L",4899,9654,283
"Female",3,4,6,2.4,2.4,2.4,12,2,3,4,2,60,16,20,4,"B",0,"L",5452,744,1809
"Male",5,2,6,6,3.6,6,0,1,1,3,5,46,16,30,1,"P",36,"L",5260,6153,461
"Female",4,2,3.6,3.6,3.6,2.4,0,5,3,2,5,34,16,30,2,"B",0,"D",6273,2245,442
"Male",5,1,6,3.6,4.8,3.6,90,2,3,4,3,22,1,40,4,"B",0,"D",6330,9009,607
"Male",5,0,3.6,6,6,3.6,0,5,3,4,5,45,16,30,3,"B",0,"L",2602,8240,101
"Female",4,3,1.2,6,6,3.6,6,5,3,5,5,42,16,30,3,"B",43,"L",1544,7600,2685
"Female",3,3,6,6,6,2.4,0,4,1,3,4,23,25,50,2,"B",27,"D",6000,983,919
"Male",4,4,4.8,1.2,6,1.2,3,4,1,4,3,54,16,20,2,"P",1,"L",6176,6617,1062
"Male",4,4,3.6,2.4,6,1.2,0,1,1,3,4,19,9,30,1,"P",1,"D",3272,6395,1009
"Male",3,1,4.8,4.8,1.2,3.6,0,4,1,4,3,19,9,30,2,"P",0,"D",3826,6299,261
"Male",1,1,1.2,1.2,6,0,0,1,3,2,4,26,1,30,3,"P",83,"D",2207,169,216
"Female",4,3,3.6,1.2,4.8,1.2,0,4,2,5,3,45,4,40,1,"P",44,"D",2556,2398,770
"Female",2,1,3.6,4.8,6,6,0,3,1,2,5,32,25,20,1,"P",0,"L",6882,7557,590
"Male",3,4,3.6,4.8,6,3.6,0,5,1,4,5,41,4,30,3,"B",0,"L",2595,3315,846
"Male",5,1,4.8,3.6,3.6,6,59,2,1,3,5,32,9,40,2,"P",11,"L",2393,7993,522
"Male",3,4,1.2,4.8,6,6,0,5,3,3,4,59,9,50,5,"B",5,"L",5579,8085,2392
"Female",2,4,3.6,3.6,2.4,1.2,53,3,1,3,3,69,9,10,1,"B",1,"L",5723,6522,575
"Female",5,2,3.6,6,6,4.8,23,5,3,1,5,35,25,40,4,"B",0,"L",711,2408,1482
"Male",3,3,4.8,6,6,1.2,304,5,3,5,4,43,25,10,1,"P",0,"L",41,3306,2419
"Female",1,1,2.4,3.6,3.6,6,3,3,1,3,4,43,9,10,1,"P",9,"L",5534,2199,371
"Male",2,1,4.8,4.8,3.6,2.4,38,2,3,2,4,28,9,20,2,"B",0,"L",2621,2828,2382
"Male",3,4,3.6,1.2,1.2,3.6,0,3,1,3,3,25,16,40,3,"B",0,"D",6243,7845,1062
"Male",2,5,3.6,6,4.8,3.6,11,5,3,4,5,50,25,30,3,"P",0,"L",4605,8022,2230
"Male",4,1,3.6,6,1.2,0,0,5,3,1,4,25,16,10,3,"B",0,"D",1509,6076,813
"Female",2,5,4.8,4.8,2.4,1.2,0,4,3,3,4,54,16,10,1,"B",7,"L",2988,4286,2053
"Male",3,3,2.4,4.8,1.2,4.8,0,4,3,5,4,50,16,40,4,"B",21,"L",8457,2018,3822
"Female",2,2,3.6,3.6,4.8,3.6,0,1,1,2,2,26,25,50,3,"B",53,"D",680,6867,612
"Male",4,1,6,1.2,6,3.6,41,1,3,4,1,43,9,30,3,"P",0,"L",7082,9267,2949
"Female",2,1,6,4.8,3.6,3.6,0,2,2,1,1,54,1,50,5,"B",43,"L",7661,6027,2677
"Male",2,1,1.2,4.8,6,3.6,6,4,3,5,4,56,25,30,3,"P",0,"L",1572,6598,2556
"Female",3,4,6,3.6,4.8,2.4,37,4,1,3,4,24,16,20,2,"B",148,"L",7741,8848,1034
"Male",3,1,4.8,4.8,3.6,1.2,0,2,2,4,5,34,1,10,1,"B",12,"L",2844,3041,373
"Male",1,3,1.2,1.2,4.8,0,0,3,1,5,2,25,16,50,3,"B",14,"D",7203,4943,403
"Female",5,5,4.8,2.4,4.8,4.8,2,4,2,3,4,50,16,40,4,"P",36,"L",735,8606,1315
"Male",1,2,6,4.8,4.8,1.2,13,1,1,4,4,60,4,30,1,"B",88,"L",944,6801,500
"Female",5,2,4.8,4.8,4.8,2.4,40,4,3,5,4,33,9,20,2,"B",0,"L",8315,7988,1062
"Female",3,4,3.6,6,1.2,4.8,17,4,1,4,5,14,16,40,4,"P",13,"L",2796,4838,1197
"Female",4,2,6,4.8,2.4,1.2,0,4,3,5,4,57,16,10,1,"P",9,"L",5908,6924,2607
"Male",3,2,4.8,1.2,3.6,1.2,0,3,2,4,2,59,16,30,3,"P",57,"L",2205,2052,948
"Female",3,2,4.8,4.8,4.8,6,4,3,1,5,3,28,25,10,1,"B",0,"L",2412,3742,2565
"Female",2,2,4.8,4.8,6,1.2,0,4,3,3,4,40,25,10,1,"B",0,"L",4674,442,3572
"Male",3,1,3.6,6,3.6,4.8,10,1,1,4,3,38,16,20,3,"B",0,"D",4348,5699,495
"Female",4,5,6,4.8,3.6,2.4,10,3,3,5,5,22,16,20,2,"B",0,"L",8003,3773,2689
"Female",3,3,6,4.8,1.2,6,0,4,3,4,4,50,9,50,5,"B",0,"L",7498,9984,2202
"Male",4,4,6,6,4.8,3.6,0,5,2,1,5,48,1,50,5,"B",0,"L",8778,2459,145
"Male",1,2,3.6,4.8,6,3.6,0,2,3,2,4,28,9,40,3,"B",0,"D",1962,9281,2139
"Male",5,4,4.8,6,4.8,1.2,0,5,2,4,5,54,25,10,1,"P",8,"L",9879,3866,451
"Female",3,2,4.8,2.4,6,1.2,13,1,3,1,3,29,1,10,1,"B",0,"L",409,7310,1546
"Female",3,4,6,6,3.6,1.2,92,2,3,4,1,27,16,10,1,"B",37,"L",9767,7719,2039
"Female",4,2,2.4,3.6,1.2,3.6,30,4,3,1,4,26,1,40,3,"B",0,"D",1878,8244,2521
"Male",5,3,1.2,6,3.6,4.8,0,5,3,3,5,47,9,40,4,"B",0,"L",5206,6426,1972
"Female",5,3,2.4,3.6,4.8,3.6,1,2,1,4,1,44,4,40,3,"P",28,"D",5924,9927,1435
"Male",2,4,6,3.6,3.6,2.4,3,3,3,3,3,39,16,20,2,"B",8,"L",2178,9174,2165
"Female",4,3,4.8,4.8,6,1.2,0,4,3,4,4,43,4,10,1,"B",255,"L",7935,3171,2912
"Female",5,2,4.8,3.6,1.2,3.6,0,4,1,1,2,34,25,20,3,"B",64,"D",5572,434,493
"Male",2,0,3.6,1.2,4.8,2.4,0,5,2,2,3,15,4,40,3,"P",0,"L",9161,4130,733
"Male",4,2,4.8,2.4,3.6,4.8,0,2,3,3,2,45,4,40,4,"P",0,"L",5752,1180,834
"Male",4,3,2.4,4.8,6,6,0,3,1,4,4,50,25,30,3,"P",27,"L",2291,8013,544
"Male",3,2,4.8,3.6,1.2,6,0,3,3,4,3,52,16,50,5,"B",0,"L",5267,2792,2262
"Female",5,2,4.8,1.2,6,6,195,5,1,2,3,62,4,30,1,"B",83,"L",9769,4487,2367
"Female",5,5,2.4,4.8,4.8,2.4,0,2,3,1,4,26,25,30,2,"B",13,"D",8334,1293,689
"Female",2,3,4.8,3.6,4.8,4.8,3,3,1,2,4,40,9,50,2,"P",104,"L",7951,5049,761
"Male",5,3,4.8,2.4,3.6,2.4,30,2,3,1,2,33,4,20,2,"B",0,"L",2262,1813,528
"Male",2,2,1.2,2.4,4.8,2.4,35,2,1,2,2,63,4,20,2,"P",0,"L",6746,144,746
