"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","class"
"Female",4,2,6,3.6,2.4,2.4,0,3,3,4,3,40,16,20,2,"B",14,"L",2116,6098,480,"Y"
"Female",2,3,4.8,3.6,1.2,1.2,25,3,3,2,3,40,16,10,2,"B",0,"L",4394,1282,429,"N"
"Male",5,4,6,6,4.8,3.6,0,3,1,3,4,21,25,30,3,"B",0,"D",4687,7243,1290,"N"
"Male",2,2,3.6,1.2,2.4,4.8,100,2,1,2,4,52,9,40,1,"P",0,"L",8813,1077,1514,"N"
"Female",4,3,6,6,4.8,6,4,0,3,5,5,63,16,40,0,"P",0,"L",1148,7381,511,"Y"
"Female",5,2,3.6,2.4,6,4.8,0,3,3,4,2,49,16,40,4,"B",0,"L",1176,697,3317,"Y"
"Male",1,3,3.6,2.4,6,3.6,0,4,1,3,3,36,16,30,3,"B",12,"D",7064,6601,835,"N"
"Male",2,0,4.8,4.8,3.6,1.2,0,4,3,4,4,35,9,10,1,"B",0,"L",4930,3249,102,"Y"
"Female",4,3,4.8,6,2.4,4.8,11,5,3,3,5,47,9,40,4,"B",34,"L",671,4956,2680,"Y"
"Female",4,3,6,2.4,4.8,2.4,0,2,1,4,2,26,4,30,1,"P",8,"L",2256,792,271,"N"
"Female",5,5,4.8,6,3.6,2.4,57,5,3,5,5,52,9,20,2,"B",0,"L",7957,9187,315,"Y"
"Male",5,2,4.8,4.8,3.6,4.8,0,3,3,3,4,57,9,40,4,"P",5,"L",7542,6253,2504,"Y"
"Female",1,1,3.6,1.2,3.6,0,6,2,1,3,1,63,9,10,2,"B",0,"L",3399,9622,271,"N"
"Male",5,2,3.6,6,3.6,6,5,5,3,3,5,44,9,40,4,"B",0,"L",6644,6410,280,"Y"
"Female",4,2,4.8,6,3.6,6,39,5,3,5,5,34,1,50,5,"B",13,"L",8451,9039,315,"Y"
"Female",3,3,6,4.8,2.4,3.6,21,4,3,1,4,63,4,30,3,"P",8,"L",7960,3769,3859,"Y"
"Male",2,4,2.4,3.6,2.4,1.2,38,5,1,4,2,16,16,20,0,"B",195,"L",5875,4716,125,"N"
"Female",2,3,4.8,4.8,2.4,0,0,3,3,5,4,44,16,10,0,"B",0,"L",6189,1003,2921,"Y"
"Female",1,1,4.8,2.4,2.4,3.6,30,3,1,3,2,40,4,20,1,"P",0,"L",866,1766,239,"N"
"Male",5,3,4.8,4.8,2.4,4.8,0,4,3,3,4,55,9,40,4,"B",59,"L",2755,6465,3774,"Y"
"Male",1,4,6,3.6,6,3.6,0,4,3,5,4,26,25,40,3,"B",0,"D",2523,2611,867,"N"
"Male",1,3,6,1.2,4.8,6,15,1,3,1,1,37,4,40,4,"B",0,"L",6455,5255,1654,"N"
"Female",2,0,3.6,1.2,3.6,1.2,1,2,3,3,1,34,1,30,2,"B",0,"L",6712,5883,1452,"N"
"Female",2,1,6,1.2,2.4,3.6,28,2,1,5,3,59,16,20,2,"B",6,"L",7900,5852,370,"N"
"Male",4,0,2.4,4.8,1.2,6,0,5,2,2,3,47,1,50,5,"B",0,"L",4190,9949,473,"N"
"Female",4,2,4.8,4.8,3.6,1.2,0,5,3,4,4,20,25,10,1,"B",8,"L",5261,6939,2243,"Y"
"Male",5,3,4.8,6,4.8,2.4,0,5,3,4,5,50,9,20,2,"B",75,"L",9191,8360,366,"Y"
"Male",2,2,1.2,4.8,2.4,6,0,4,3,5,4,50,25,30,3,"P",0,"L",1536,5312,3007,"Y"
"Female",2,1,6,2.4,3.6,0,0,3,3,1,5,22,1,30,4,"B",2,"D",4451,6144,2565,"Y"
"Male",5,3,4.8,4.8,4.8,6,0,3,1,2,2,49,1,40,3,"B",0,"L",6058,216,201,"N"
"Female",2,4,4.8,4.8,6,3.6,0,4,3,4,4,57,25,30,3,"B",0,"L",9352,2989,431,"Y"
"Male",5,3,4.8,4.8,6,3.6,16,4,3,5,4,46,9,30,3,"B",0,"L",4218,4917,3234,"Y"
"Female",5,3,6,4.8,1.2,3.6,0,2,3,5,5,30,16,30,2,"P",7,"L",1427,8996,3034,"Y"
"Male",2,3,4.8,4.8,4.8,0,0,2,1,3,5,36,25,20,2,"B",1,"L",8832,4673,213,"N"
"Female",4,4,4.8,6,3.6,2.4,0,5,3,4,5,49,4,20,2,"B",11,"L",9372,6286,212,"Y"
"Female",3,4,4.8,4.8,4.8,4.8,8,5,3,2,4,51,9,30,4,"P",0,"D",7482,6038,588,"Y"
"Male",3,3,6,1.2,4.8,6,41,1,3,3,1,58,16,50,5,"B",12,"L",1835,451,2555,"N"
"Female",1,5,6,6,3.6,2.4,108,5,3,5,5,62,4,20,2,"P",36,"L",665,8928,3892,"Y"
"Female",5,3,3.6,1.2,6,2.4,5,4,2,3,4,26,16,20,2,"B",0,"L",5857,3203,1464,"N"
"Female",5,0,6,2.4,6,3.6,12,2,3,1,3,31,16,30,3,"B",5,"L",2191,8509,2711,"N"
"Female",3,4,6,4.8,4.8,4.8,49,5,1,5,4,25,25,10,0,"B",121,"L",7539,5645,74,"N"
"Female",1,2,4.8,6,6,1.2,13,5,3,2,5,48,1,10,1,"P",26,"L",7186,9586,2545,"Y"
"Female",3,4,3.6,3.6,6,3.6,0,3,3,4,3,53,4,30,4,"P",27,"L",6617,9719,266,"N"
"Female",3,4,3.6,4.8,6,4.8,0,4,2,3,4,44,1,40,4,"B",0,"L",9307,6576,488,"Y"
"Female",5,1,4.8,1.2,3.6,4.8,0,3,1,4,1,55,9,30,3,"P",13,"L",293,5142,419,"N"
"Male",3,2,4.8,4.8,3.6,4.8,3,4,3,4,4,46,25,40,4,"P",5,"L",2956,3615,1334,"Y"
"Male",3,3,6,6,2.4,6,4,5,3,3,5,60,25,50,5,"B",0,"L",3621,2509,1546,"Y"
"Male",4,1,6,6,3.6,6,0,3,2,4,2,26,1,20,4,"P",17,"L",6871,2091,409,"Y"
"Male",2,3,6,4.8,2.4,6,0,5,2,5,2,17,25,50,5,"B",0,"L",7540,7241,162,"Y"
"Male",5,4,3.6,6,6,4.8,0,3,1,2,4,62,9,30,2,"B",12,"L",2937,4454,237,"N"
"Female",1,4,2.4,4.8,6,6,2,4,2,2,5,61,25,30,4,"P",0,"L",8957,4912,484,"N"
"Male",2,2,6,4.8,2.4,4.8,0,4,3,4,4,66,16,30,1,"B",1,"L",6939,3114,2588,"N"
"Male",4,4,3.6,4.8,6,3.6,179,4,1,5,1,37,25,30,3,"P",14,"D",8157,7065,1250,"N"
"Female",2,4,4.8,2.4,6,6,50,4,2,1,2,60,4,30,4,"B",15,"L",3369,8327,675,"N"
"Male",2,1,3.6,3.6,2.4,3.6,465,2,3,5,3,33,25,30,3,"B",0,"L",465,2054,1971,"Y"
"Male",2,5,6,4.8,2.4,3.6,4,2,3,5,4,23,25,30,0,"B",0,"D",6806,3138,255,"Y"
"Female",3,2,4.8,6,1.2,3.6,0,4,3,5,4,25,4,30,5,"P",0,"L",6546,6521,1775,"Y"
"Male",5,2,4.8,4.8,6,4.8,0,4,3,1,4,48,1,40,4,"P",0,"L",2760,8012,200,"Y"
"Male",5,2,2.4,6,4.8,4.8,0,4,1,2,5,18,9,40,5,"B",0,"L",9111,9896,526,"N"
"Male",1,4,4.8,4.8,3.6,1.2,16,4,3,1,4,51,1,10,1,"B",152,"L",8393,6343,334,"Y"
"Female",4,4,4.8,3.6,3.6,1.2,0,4,3,3,3,52,25,10,1,"B",1,"L",8650,463,316,"Y"
"Female",2,2,4.8,4.8,6,4.8,0,4,3,1,4,45,9,40,4,"B",13,"L",2952,6934,1325,"N"
"Female",5,5,1.2,3.6,2.4,2.4,0,4,3,3,4,26,1,20,2,"P",0,"L",2508,5234,3879,"N"
"Male",3,3,6,3.6,3.6,6,53,4,1,3,5,8,25,30,4,"B",0,"L",4229,2597,746,"N"
"Female",5,1,1.2,3.6,1.2,6,0,4,3,4,3,61,4,50,4,"P",31,"L",1482,9808,3130,"Y"
"Female",4,1,4.8,1.2,2.4,2.4,0,2,1,3,3,20,16,30,2,"B",0,"D",9420,4216,972,"N"
"Male",4,3,2.4,1.2,4.8,3.6,1,4,1,5,4,26,9,20,1,"B",16,"L",5947,526,646,"N"
"Female",5,2,4.8,4.8,4.8,1.2,0,4,3,5,4,50,16,10,1,"B",9,"L",14,3466,1779,"Y"
"Female",4,1,3.6,4.8,4.8,4.8,13,1,1,2,4,51,1,40,1,"P",0,"L",6836,1735,2355,"N"
"Male",5,2,4.8,6,4.8,0,0,4,3,2,5,22,9,30,5,"B",0,"D",7796,7586,294,"Y"
"Female",1,4,3.6,6,1.2,1.2,0,5,3,5,5,58,25,10,1,"B",0,"L",9134,5323,2243,"Y"
"Female",2,2,3.6,4.8,3.6,1.2,25,4,3,4,4,58,16,10,1,"B",40,"L",830,9372,1635,"Y"
"Female",2,5,3.6,3.6,1.2,6,0,4,1,5,5,27,25,10,0,"B",0,"L",5430,9853,145,"N"
"Female",5,1,3.6,3.6,3.6,1.2,4,3,3,3,4,37,16,30,1,"B",2,"D",9781,5635,509,"N"
"Male",3,4,6,2.4,1.2,0,0,1,3,3,1,40,16,20,0,"B",7,"D",1493,5936,251,"N"
"Female",2,3,3.6,6,4.8,6,0,5,3,5,5,57,25,50,1,"P",13,"L",1444,9272,583,"Y"
"Female",2,5,4.8,3.6,6,2.4,0,3,3,1,5,36,9,30,2,"B",0,"D",4917,1029,957,"N"
"Male",5,1,3.6,4.8,1.2,3.6,15,5,1,4,4,11,16,40,4,"B",1,"D",2676,4610,529,"N"
"Male",3,4,4.8,6,4.8,4.8,59,4,1,2,5,24,16,30,4,"B",190,"D",2233,6897,920,"Y"
"Female",2,4,4.8,3.6,3.6,3.6,47,3,3,1,3,37,4,30,2,"B",2,"L",3149,8841,1554,"N"
"Female",1,3,6,6,3.6,4.8,0,2,3,3,5,65,16,30,4,"B",6,"D",2743,8192,235,"N"
"Male",3,3,3.6,6,2.4,2.4,0,5,3,4,5,57,9,20,2,"B",4,"L",708,9756,2604,"Y"
"Male",3,4,4.8,2.4,2.4,3.6,0,4,1,2,2,35,1,10,1,"B",0,"L",7828,5209,406,"N"
"Male",3,0,3.6,2.4,6,4.8,0,5,1,1,4,29,1,40,2,"B",0,"L",7974,5059,416,"N"
"Female",1,5,3.6,6,4.8,3.6,0,5,3,4,5,41,9,20,2,"B",0,"L",7017,8514,3870,"Y"
"Male",2,4,6,2.4,3.6,3.6,201,4,1,3,3,23,9,30,3,"P",0,"D",3692,4470,1129,"N"
"Male",3,1,4.8,1.2,4.8,1.2,8,1,3,3,1,34,4,10,1,"B",13,"L",3414,1903,2010,"N"
"Female",4,1,3.6,2.4,6,3.6,0,2,3,3,2,42,16,30,3,"B",15,"L",3808,1508,836,"N"
"Female",4,1,2.4,4.8,4.8,1.2,42,5,3,5,2,26,4,10,2,"B",0,"L",4602,6020,1165,"Y"
"Female",5,4,3.6,6,4.8,1.2,16,5,3,4,5,49,16,10,1,"P",17,"L",1907,5896,2422,"Y"
"Male",3,1,2.4,6,6,4.8,0,5,3,3,5,51,9,40,4,"B",0,"L",6720,4695,1974,"Y"
"Male",5,4,4.8,4.8,4.8,1.2,27,5,1,3,4,58,16,30,3,"P",0,"L",8507,4462,372,"N"
"Female",1,2,4.8,3.6,4.8,1.2,0,4,3,4,4,23,16,10,4,"B",0,"L",6471,9016,3150,"Y"
"Female",4,2,4.8,3.6,6,3.6,0,5,1,4,4,41,16,30,2,"P",9,"L",62,504,1046,"N"
"Male",3,3,2.4,1.2,3.6,2.4,0,2,1,1,4,13,4,30,3,"B",25,"D",7437,1676,602,"N"
"Female",2,1,2.4,3.6,4.8,2.4,0,4,3,5,5,37,25,30,2,"B",2,"D",925,1349,226,"N"
"Male",1,3,4.8,1.2,1.2,3.6,20,4,3,2,3,27,16,30,3,"P",28,"L",6660,755,3848,"N"
"Male",3,4,6,6,4.8,2.4,6,5,3,5,5,50,16,20,2,"B",14,"L",7459,6474,1337,"Y"
"Male",4,4,2.4,2.4,4.8,3.6,0,5,1,4,2,59,1,20,1,"B",33,"D",2507,4861,318,"N"
"Male",2,2,4.8,3.6,6,3.6,10,3,1,4,3,32,1,30,3,"B",0,"L",3232,8971,1121,"Y"
"Male",3,2,6,1.2,6,4.8,146,4,3,2,1,41,4,40,4,"P",1,"L",9018,5568,1224,"N"
"Female",4,1,6,2.4,6,2.4,6,3,1,2,3,46,16,30,1,"P",19,"L",7933,204,342,"N"
"Male",4,5,4.8,2.4,6,2.4,43,5,1,5,3,33,4,30,2,"P",26,"D",3140,9917,201,"N"
"Female",4,2,4.8,4.8,3.6,3.6,0,2,3,5,5,37,9,50,3,"B",0,"D",4849,2963,273,"N"
"Female",2,1,1.2,6,2.4,1.2,0,5,3,3,5,46,9,10,1,"B",8,"L",3549,7408,3286,"Y"
"Female",2,2,4.8,1.2,3.6,2.4,7,1,1,1,3,23,16,40,2,"B",13,"L",2107,830,283,"N"
"Female",2,4,4.8,4.8,1.2,1.2,21,4,3,3,4,56,9,10,1,"P",3,"L",7759,3193,1998,"Y"
"Male",4,5,4.8,4.8,2.4,4.8,21,2,1,3,3,47,1,40,0,"B",5,"L",6077,7357,261,"N"
"Female",2,2,4.8,3.6,1.2,0,0,4,3,5,4,25,25,40,5,"P",0,"D",5837,6516,96,"Y"
"Female",2,2,6,4.8,1.2,1.2,0,4,3,5,4,60,16,10,3,"B",33,"L",6567,3535,3641,"Y"
"Male",2,1,4.8,4.8,1.2,3.6,0,4,3,3,4,56,25,30,3,"B",0,"L",4960,8366,1765,"Y"
"Male",3,1,4.8,2.4,6,3.6,0,5,1,3,3,24,9,30,5,"B",0,"D",1430,1400,349,"Y"
"Male",4,1,4.8,3.6,6,3.6,0,2,1,3,5,22,1,40,2,"B",0,"D",2924,1581,534,"N"
"Male",4,4,2.4,3.6,3.6,4.8,8,3,3,5,5,33,9,40,4,"B",0,"L",5250,7764,1607,"Y"
"Male",5,3,2.4,1.2,1.2,3.6,6,1,2,5,1,45,1,40,1,"B",0,"L",8195,8283,109,"N"
"Male",2,1,2.4,2.4,4.8,2.4,0,1,3,5,2,23,4,20,2,"B",36,"L",3603,6191,2816,"Y"
"Female",1,5,3.6,6,4.8,6,1,2,3,3,5,25,25,20,5,"B",0,"D",7078,5345,1384,"Y"
"Male",4,3,6,4.8,3.6,3.6,0,2,3,1,5,39,16,40,3,"B",0,"D",5035,4446,1747,"N"
"Female",2,2,6,6,3.6,6,389,3,3,1,4,45,1,50,5,"B",12,"L",2493,9743,448,"N"
"Male",3,2,4.8,3.6,2.4,1.2,200,3,1,3,1,39,9,10,1,"B",0,"L",912,8812,150,"N"
"Male",1,4,1.2,6,3.6,6,0,5,3,4,5,28,9,50,5,"B",16,"L",5274,6881,964,"Y"
"Female",2,4,6,4.8,1.2,4.8,35,4,1,2,4,66,4,10,2,"P",0,"L",2706,8397,1249,"N"
"Male",4,1,4.8,6,4.8,6,0,4,1,3,5,22,4,30,5,"B",0,"D",7106,3412,2402,"Y"
"Male",4,1,2.4,3.6,6,3.6,0,3,3,3,3,63,4,20,2,"B",57,"L",3649,5738,862,"N"
"Female",5,1,3.6,6,4.8,0,0,2,1,4,5,51,9,40,2,"B",28,"L",2818,9088,550,"N"
"Female",4,4,4.8,4.8,2.4,0,0,1,1,4,5,59,4,20,3,"P",6,"D",1310,2136,101,"N"
"Male",5,3,3.6,4.8,4.8,3.6,34,2,2,5,2,16,4,30,3,"B",0,"L",7460,7253,1027,"N"
"Male",5,4,3.6,4.8,6,6,5,4,3,4,4,55,25,50,5,"P",8,"L",3727,9553,2342,"Y"
"Female",3,1,3.6,4.8,1.2,6,0,5,1,5,5,57,25,30,2,"B",13,"L",234,7468,222,"N"
"Male",2,4,2.4,3.6,4.8,6,0,3,3,5,3,60,4,10,3,"B",6,"L",7382,5252,127,"N"
"Male",4,1,3.6,4.8,3.6,4.8,1,4,3,5,4,44,25,40,4,"P",7,"L",3074,3837,2475,"Y"
"Male",4,1,4.8,3.6,6,1.2,0,3,3,2,3,36,9,10,1,"B",0,"L",6,2284,1994,"N"
"Female",4,2,6,6,1.2,1.2,7,5,3,5,5,34,25,10,1,"B",0,"L",2558,7624,641,"Y"
"Male",2,3,4.8,2.4,6,2.4,0,1,1,4,3,9,4,30,3,"B",0,"L",5678,9591,910,"N"
"Male",2,1,4.8,3.6,6,2.4,0,1,1,3,3,26,4,30,4,"B",13,"L",4765,8249,331,"Y"
"Female",4,2,2.4,4.8,3.6,4.8,0,3,2,2,1,37,9,20,2,"B",91,"L",1155,392,912,"N"
"Male",2,4,1.2,2.4,4.8,4.8,0,2,1,4,2,54,16,30,2,"B",0,"L",8337,3725,2342,"N"
"Male",2,2,3.6,1.2,4.8,6,23,2,1,3,1,49,16,20,2,"B",0,"L",7563,5597,577,"N"
"Male",4,3,3.6,2.4,3.6,2.4,70,2,1,4,3,25,4,40,3,"P",0,"D",9478,7434,259,"N"
"Male",4,3,6,6,3.6,6,0,5,3,5,5,50,9,50,5,"B",0,"L",5573,2192,3987,"Y"
"Male",4,1,6,3.6,6,6,0,5,2,4,5,37,9,20,0,"B",0,"L",9858,5097,223,"N"
"Female",2,2,4.8,4.8,6,4.8,52,2,1,4,4,64,16,10,2,"P",29,"L",136,5434,226,"N"
"Female",4,2,3.6,6,2.4,3.6,0,5,3,3,5,58,9,30,3,"B",1,"L",9796,7664,1829,"Y"
"Male",2,1,3.6,6,3.6,3.6,16,5,3,2,4,37,9,30,3,"P",0,"D",9343,6906,290,"N"
"Female",2,4,2.4,3.6,4.8,4.8,0,0,1,3,3,62,9,10,0,"B",0,"L",6458,2449,156,"N"
"Male",3,3,4.8,3.6,6,4.8,0,3,3,4,3,44,9,40,4,"P",0,"L",5034,6573,355,"Y"
"Male",3,2,4.8,6,4.8,4.8,3,5,3,5,5,36,16,40,4,"P",0,"L",9570,8776,867,"Y"
"Male",3,4,4.8,4.8,3.6,3.6,0,4,1,2,4,51,9,30,3,"B",143,"L",9926,4580,1399,"Y"
"Male",4,4,3.6,2.4,4.8,1.2,0,4,3,2,2,27,4,10,1,"B",15,"L",588,706,3320,"N"
"Female",3,2,1.2,6,1.2,3.6,0,4,3,1,5,30,9,50,3,"B",0,"D",3618,5039,990,"N"
"Female",2,2,6,6,3.6,2.4,4,5,3,3,5,51,16,20,2,"P",7,"L",7158,6750,3775,"Y"
"Male",1,2,6,6,3.6,6,0,1,1,4,5,14,25,40,2,"P",0,"L",1638,6468,1448,"N"
"Female",5,3,2.4,4.8,4.8,4.8,53,3,1,3,3,35,16,30,4,"B",0,"D",3539,2592,1121,"N"
"Male",2,1,2.4,6,4.8,2.4,0,5,3,4,5,45,25,20,2,"B",80,"L",7879,3347,1211,"Y"
"Female",5,5,6,2.4,4.8,6,0,1,3,3,2,40,16,40,1,"B",0,"L",1663,1294,1299,"N"
"Male",3,1,6,3.6,1.2,6,13,3,3,1,4,25,9,10,2,"B",10,"D",1364,241,448,"N"
"Female",4,0,3.6,3.6,1.2,3.6,57,3,3,3,3,26,4,40,3,"P",0,"D",3265,7373,1063,"N"
"Male",3,4,4.8,4.8,3.6,4.8,10,4,2,3,4,17,9,10,1,"P",0,"L",4277,1164,2611,"N"
"Female",1,5,2.4,6,3.6,3.6,0,4,1,2,1,39,16,30,2,"B",0,"L",5277,9502,419,"N"
"Male",3,2,6,3.6,3.6,6,15,5,1,1,4,32,4,20,2,"P",9,"L",8587,1803,1205,"N"
"Female",4,2,4.8,1.2,6,3.6,61,1,1,2,1,49,16,30,3,"B",0,"L",1044,5061,407,"N"
"Female",3,4,4.8,2.4,6,6,26,2,2,1,2,48,9,50,5,"P",9,"L",5696,5970,1728,"N"
"Male",5,4,4.8,3.6,6,2.4,0,5,1,3,3,30,9,30,3,"B",0,"D",4852,3470,416,"N"
"Female",3,3,2.4,6,1.2,2.4,5,2,1,2,5,50,4,20,2,"B",19,"L",6014,1024,481,"N"
"Male",1,3,4.8,3.6,2.4,6,0,3,1,2,3,45,1,50,3,"P",10,"L",2263,844,1607,"N"
"Female",4,3,4.8,4.8,6,3.6,7,4,3,3,4,43,4,30,3,"B",0,"L",7778,9841,3923,"N"
"Male",4,4,6,6,2.4,6,0,4,1,4,5,25,16,40,4,"B",0,"L",7238,8723,515,"Y"
"Male",4,2,3.6,2.4,6,4.8,22,2,1,3,2,75,16,40,4,"P",0,"L",6454,2554,228,"N"
"Male",5,1,2.4,4.8,6,1.2,0,3,1,4,2,31,25,10,1,"B",0,"D",624,6650,913,"N"
"Female",1,2,4.8,4.8,4.8,0,4,4,3,2,5,25,16,40,3,"B",0,"D",65,4774,240,"N"
"Female",4,2,4.8,3.6,3.6,4.8,22,3,1,3,5,41,16,20,2,"P",7,"L",4658,5157,406,"N"
"Male",2,2,4.8,6,4.8,3.6,0,5,3,5,5,59,25,30,3,"B",0,"L",9369,2022,235,"Y"
"Female",3,2,4.8,4.8,2.4,4.8,18,4,1,4,3,32,4,40,4,"P",11,"L",51,3364,308,"N"
"Female",2,2,1.2,1.2,6,6,8,5,1,5,1,36,16,40,2,"B",16,"L",4421,9637,669,"N"
"Female",2,2,6,6,4.8,2.4,0,5,3,3,5,39,25,20,2,"B",0,"L",1768,5879,3012,"Y"
"Male",4,2,6,4.8,4.8,2.4,19,4,3,5,4,55,9,20,2,"B",9,"L",1869,9649,1816,"Y"
"Female",3,5,4.8,4.8,2.4,6,0,3,1,4,5,42,4,20,5,"B",0,"D",5743,7299,680,"Y"
"Male",5,4,2.4,3.6,4.8,1.2,0,5,1,1,2,36,9,30,4,"B",0,"D",88,8094,611,"N"
"Female",3,1,6,6,2.4,3.6,4,5,3,4,5,44,9,30,3,"P",0,"L",3904,7745,181,"Y"
"Male",5,4,3.6,1.2,4.8,1.2,0,1,3,4,1,58,9,10,1,"P",11,"L",3472,1701,3525,"N"
"Male",3,5,4.8,3.6,2.4,4.8,13,4,3,5,3,43,9,40,4,"P",63,"L",5904,3689,1751,"Y"
"Male",4,0,6,4.8,6,4.8,11,4,3,4,4,36,9,40,4,"P",1,"L",1597,2954,334,"Y"
"Female",4,4,4.8,3.6,4.8,6,0,2,1,4,5,17,16,40,2,"B",0,"L",8773,4401,308,"N"
"Female",2,2,4.8,3.6,4.8,2.4,0,4,1,3,3,29,9,20,2,"P",0,"L",8645,8843,607,"N"
"Female",5,1,4.8,2.4,1.2,0,1,1,1,4,3,26,16,30,2,"B",168,"D",967,9761,239,"N"
"Female",3,3,6,6,4.8,3.6,0,5,3,4,5,50,9,30,3,"P",0,"L",6034,549,971,"Y"
"Female",3,4,4.8,3.6,6,2.4,0,2,1,2,5,29,4,40,2,"B",0,"D",6203,9363,2603,"N"
"Male",2,2,2.4,2.4,2.4,4.8,4,1,1,5,1,28,4,10,3,"B",0,"L",5575,7324,1028,"N"
"Female",2,3,1.2,2.4,2.4,2.4,0,2,3,4,2,52,16,20,2,"B",0,"L",8322,1265,2459,"Y"
"Female",4,5,4.8,3.6,4.8,4.8,0,4,3,2,5,27,9,10,4,"B",0,"D",6255,5768,1389,"N"
"Male",2,3,6,1.2,1.2,6,59,1,3,3,1,49,9,50,5,"P",0,"L",2330,8639,1562,"N"
"Female",5,4,4.8,4.8,6,2.4,0,3,1,4,4,24,4,30,2,"B",51,"D",4163,6553,463,"N"
"Male",5,1,6,4.8,4.8,1.2,6,4,3,5,4,52,25,10,2,"B",74,"L",8712,3012,1379,"Y"
"Male",5,4,1.2,6,6,0,0,5,1,4,2,18,4,20,5,"P",0,"D",1585,6689,83,"Y"
"Male",5,2,6,3.6,3.6,6,0,3,1,4,4,28,16,50,3,"B",17,"L",3526,8141,158,"N"
"Male",4,4,4.8,6,4.8,4.8,0,4,1,4,5,54,9,10,2,"B",0,"L",9177,3640,270,"N"
"Female",4,5,1.2,4.8,6,6,0,4,1,2,4,17,16,50,3,"B",3,"L",6297,4188,337,"N"
"Female",5,1,3.6,6,6,3.6,35,5,3,5,5,46,25,30,3,"B",0,"L",344,4883,2241,"Y"
"Female",5,3,4.8,3.6,3.6,3.6,0,2,1,5,3,18,4,40,2,"B",16,"L",8883,2638,895,"N"
"Male",3,5,4.8,6,2.4,4.8,7,4,1,1,5,11,16,20,2,"B",0,"L",7761,3621,399,"N"
"Female",4,2,1.2,1.2,3.6,1.2,29,5,3,3,3,27,16,10,1,"B",94,"L",3593,8019,1258,"N"
"Male",4,2,3.6,2.4,4.8,6,0,2,1,4,4,43,9,50,5,"B",30,"L",4688,8803,2404,"Y"
"Male",5,3,4.8,3.6,6,0,0,5,3,2,4,8,16,30,2,"B",18,"D",3095,788,767,"N"
"Female",4,4,6,3.6,6,6,0,4,1,5,3,62,25,30,4,"B",0,"L",2260,9208,266,"N"
"Male",4,4,2.4,3.6,4.8,6,0,4,3,4,3,65,25,10,4,"B",0,"L",5372,9257,1726,"Y"
"Male",3,1,4.8,3.6,6,4.8,0,4,1,1,4,26,1,30,1,"B",92,"D",4332,2139,265,"N"
"Female",5,3,3.6,4.8,4.8,1.2,0,4,3,3,4,43,9,10,1,"B",21,"L",2302,5195,3466,"Y"
"Female",5,2,4.8,3.6,3.6,1.2,8,4,1,1,4,23,1,40,2,"P",29,"L",8244,4013,1749,"N"
"Male",5,1,6,3.6,4.8,2.4,0,5,3,2,5,21,25,20,5,"B",0,"D",8993,7469,621,"Y"
"Male",4,5,2.4,1.2,2.4,3.6,23,1,1,4,3,71,16,30,3,"B",34,"L",3471,1244,271,"N"
"Male",4,3,3.6,3.6,6,6,0,2,1,4,4,30,9,40,5,"B",0,"L",679,1272,462,"N"
"Female",5,4,3.6,4.8,3.6,6,0,2,1,3,4,18,25,20,3,"B",41,"L",560,8471,2611,"N"
"Male",3,4,6,3.6,4.8,2.4,0,5,1,2,4,23,9,20,2,"B",0,"L",6912,8671,631,"N"
"Female",1,4,4.8,3.6,6,3.6,0,4,1,1,4,26,1,40,2,"B",11,"D",3803,4657,414,"N"
"Female",5,1,3.6,1.2,6,2.4,23,5,1,3,4,35,16,30,3,"B",127,"L",1566,3890,250,"N"
"Female",5,3,2.4,3.6,6,2.4,0,4,2,4,1,78,16,20,2,"B",17,"L",8040,95,395,"Y"
"Male",2,3,6,3.6,4.8,6,1,5,1,2,5,15,16,10,3,"P",0,"L",4626,7999,285,"N"
"Male",1,1,6,4.8,3.6,1.2,0,2,1,4,2,38,16,30,1,"P",99,"L",2325,2257,3784,"N"
"Male",5,3,6,3.6,2.4,3.6,0,4,1,4,3,23,4,30,2,"P",0,"L",7271,135,594,"N"
"Female",4,2,2.4,4.8,4.8,3.6,331,3,1,2,3,29,4,40,3,"B",0,"D",4386,3822,591,"N"
"Male",2,3,1.2,4.8,2.4,6,0,2,1,4,3,45,25,30,1,"P",0,"D",7417,4706,290,"N"
"Male",1,1,3.6,6,3.6,4.8,0,2,1,2,4,49,9,40,5,"B",0,"L",5675,3240,297,"N"
"Male",1,1,6,6,2.4,4.8,0,5,3,4,5,60,16,40,4,"B",0,"L",660,3494,759,"Y"
"Male",5,4,6,4.8,4.8,6,0,3,1,3,2,14,1,20,4,"P",5,"L",6775,7367,951,"N"
"Male",3,2,3.6,4.8,3.6,3.6,46,4,1,4,3,63,9,30,3,"B",0,"L",6658,5939,175,"N"
"Female",1,5,1.2,1.2,1.2,1.2,0,4,2,3,1,56,4,30,4,"P",0,"L",2441,8775,308,"N"
"Female",4,0,4.8,3.6,4.8,6,0,4,1,3,4,12,9,30,5,"B",0,"L",540,9085,583,"Y"
"Female",4,2,3.6,1.2,6,2.4,0,2,1,3,3,20,4,20,2,"P",81,"L",8362,4361,1166,"N"
"Male",1,0,6,2.4,6,6,5,4,1,4,4,23,9,10,4,"B",14,"D",7888,6498,563,"N"
